program_name,c100,c10,c11,c12,c13,c14,c15,c16,c17,c18,c1,c2,c3,c4,c5,c6,c7,c8,c9
/cfiles32/array-examples/standard_copyInitSum_ground.i,81.82,81.82,81.82,81.82,81.82,81.82,81.82,81.82,81.82,81.82,81.82,81.82,81.82,81.82,81.82,81.82,81.82,81.82,81.82
/cfiles32/array-examples/standard_init1_ground-2.i,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43
/cfiles32/array-examples/standard_partial_init_ground.i,7.69,7.69,7.69,7.69,7.69,7.69,7.69,7.69,7.69,7.69,7.69,7.69,7.69,7.69,7.69,7.69,7.69,7.69,7.69
/cfiles32/array-examples/standard_vararg_ground.i,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11
/cfiles32/array-fpi/brs1.c,92.31,92.31,92.31,92.31,92.31,92.31,92.31,92.31,92.31,92.31,92.31,92.31,92.31,92.31,92.31,92.31,92.31,92.31,92.31
/cfiles32/array-fpi/brs1f.c,92.31,92.31,92.31,92.31,92.31,92.31,92.31,92.31,92.31,92.31,69.23333333,92.31,92.31,92.31,92.31,92.31,92.31,92.31,92.31
/cfiles32/array-fpi/brs3.c,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86
/cfiles32/array-fpi/condm.c,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86
/cfiles32/array-fpi/condmf.c,85.71,85.71,85.71,85.71,85.71,85.71,85.71,85.71,85.71,85.71,64.28333333,85.71,85.71,85.71,85.71,85.71,85.71,85.71,85.71
/cfiles32/array-fpi/eqn1.c,91.67,91.67,91.67,91.67,91.67,91.67,91.67,91.67,91.67,91.67,91.67,91.67,91.67,91.67,91.67,91.67,91.67,91.67,91.67
/cfiles32/array-fpi/eqn2.c,91.67,91.67,91.67,91.67,91.67,91.67,91.67,91.67,91.67,91.67,91.67,91.67,91.67,91.67,91.67,91.67,91.67,91.67,91.67
/cfiles32/array-fpi/eqn3.c,91.67,91.67,91.67,91.67,91.67,91.67,91.67,91.67,91.67,91.67,91.67,91.67,91.67,91.67,91.67,91.67,91.67,91.67,91.67
/cfiles32/array-fpi/res1o.c,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86
/cfiles32/array-fpi/s2lif.c,85.71,85.71,85.71,85.71,85.71,85.71,85.71,85.71,85.71,85.71,85.71,85.71,85.71,85.71,85.71,85.71,85.71,85.71,85.71
/cfiles32/array-fpi/s52if.c,81.25,81.25,81.25,81.25,81.25,81.25,81.25,81.25,81.25,81.25,81.25,81.25,81.25,81.25,81.25,81.25,81.25,81.25,81.25
/cfiles32/array-fpi/s5if.c,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33
/cfiles32/array-industry-pattern/array_of_struct_ptr_flag_init.i,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54
/cfiles32/array-industry-pattern/array_of_struct_ptr_monotonic.i,27.27,27.27,27.27,27.27,27.27,27.27,27.27,27.27,27.27,27.27,27.27,27.27,27.27,27.27,27.27,27.27,27.27,27.27,27.27
/cfiles32/array-industry-pattern/array_of_struct_ptr_mul_init.i,42.42,45.45,45.45,45.45,45.45,45.45,45.45,45.45,45.45,45.45,45.45,45.45,45.45,45.45,45.45,45.45,45.45,45.45,45.45
/cfiles32/array-industry-pattern/array_of_struct_single_elem_init.i,27.27,27.27,27.27,27.27,27.27,27.27,27.27,27.27,27.27,27.27,27.27,27.27,27.27,27.27,27.27,27.27,27.27,27.27,27.27
/cfiles32/array-industry-pattern/array_ptr_single_elem_init-1.i,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
/cfiles32/array-industry-pattern/array_single_elem_init.i,46.67,46.67,46.67,46.67,46.67,46.67,46.67,46.67,46.67,46.67,46.67,46.67,46.67,46.67,46.67,46.67,46.67,46.67,46.67
/cfiles32/array-lopstr16/break-1.i,54.55,72.73,81.82,72.73,81.82,72.73,81.82,81.82,54.55,54.55,81.82,72.73,81.82,81.82,81.82,81.82,81.82,81.82,81.82
/cfiles32/array-lopstr16/break-2.i,81.82,81.82,81.82,81.82,81.82,81.82,81.82,81.82,81.82,81.82,81.82,81.82,81.82,81.82,81.82,81.82,81.82,81.82,81.82
/cfiles32/array-lopstr16/flag_loopdep.i,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54
/cfiles32/array-lopstr16/flag_loopdep_simple.i,7.69,7.69,7.69,7.69,7.69,7.69,7.69,7.69,7.69,7.69,7.69,7.69,7.69,7.69,7.69,7.69,7.69,7.69,7.69
/cfiles32/array-lopstr16/scalar_loopdep.i,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43
/cfiles32/array-lopstr16/single_elem_safe.i,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
/cfiles32/array-patterns/array1_pattern.c,91.67,91.67,91.67,91.67,91.67,91.67,91.67,91.67,91.67,91.67,91.67,91.67,91.67,91.67,91.67,91.67,91.67,91.67,91.67
/cfiles32/array-patterns/array8_pattern.c,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86
/cfiles32/array-patterns/array9_pattern.c,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86
/cfiles32/array-programs/partial_mod_count_1.c,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90
/cfiles32/array-programs/partial_mod_count_2.c,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90
/cfiles32/array-programs/partial_mod_count_3.c,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90
/cfiles32/array-programs/partial_mod_count_4.c,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90
/cfiles32/array-programs/partial_mod_count_5.c,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90
/cfiles32/array-programs/partial_mod_count_limited_1.c,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86
/cfiles32/array-programs/partial_mod_count_limited_3.c,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86
/cfiles32/array-programs/partial_mod_count_limited_5.c,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86
/cfiles32/array-tiling/mlceu.c,83.33,83.33,83.33,88.88666667,83.33,83.33,83.33,83.33,83.33,83.33,83.33,94.44333333,83.33,83.33,83.33,83.33,83.33,83.33,83.33
/cfiles32/array-tiling/pnr4.c,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90
/cfiles32/array-tiling/revcpyswp2.c,81.25,81.25,81.25,81.25,81.25,81.25,81.25,81.25,81.25,81.25,81.25,81.25,81.25,81.25,81.25,81.25,81.25,81.25,81.25
/cfiles32/array-tiling/rew.c,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
/cfiles32/array-tiling/rewnif.c,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
/cfiles32/array-tiling/rewnifrev.c,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
/cfiles32/array-tiling/rewnifrev2.c,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70
/cfiles32/array-tiling/rewrev.c,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
/cfiles32/array-tiling/skipped.c,88.89,88.89,85.18333333,88.89,85.18333333,85.18333333,87.03666667,88.89,88.89,88.89,88.89,88.89,87.03666667,88.89,87.03666667,88.89,87.03666667,88.89,87.03666667
/cfiles32/array-tiling/skippedu.c,92.59,94.44,94.44,90.74,94.44,94.44,88.89,92.59,92.59,94.44,88.89,94.44,88.89,92.59,94.44,94.44,94.44,92.59,90.74
/cfiles32/array-tiling/tcpy.c,80.95,83.33,80.95,85.71,78.57,85.71,78.57,85.71,85.71,85.71,85.71,85.71,80.95,85.71,83.33,85.71,83.33,85.71,83.33
/cfiles32/bitvector-regression/implicitunsignedconversion-2.c,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
/cfiles32/bitvector/gcd_1.c,70,70,70,70,30,70,50,30,50,70,70,30,70,50,70,30,50,70,70
/cfiles32/bitvector/s3_srvr_3.BV.c.cil.c,78.08,79.16333333,76.99,79.53,76.08666667,79.16666667,77.53666667,78.98666667,78.08,80.61333333,76.63,79.71,80.25333333,80.25333333,78.62333333,79.53,77.17333333,78.08,80.61666667
/cfiles32/bitvector/soft_float_4-1.c.cil.c,59.09,56.82,58.33333333,59.09,58.33333333,59.09,59.09,58.33333333,59.09,59.09,58.33333333,57.57666667,59.09,59.09,59.09,57.57666667,58.33333333,59.09,59.09
/cfiles32/combinations/Problem05_label43+token_ring.13.cil-1.c,50.89333333,51.02,52.23333333,51.58333333,51.47333333,50.87666667,50.23333333,49.42666667,50.96666667,51.57333333,50.82666667,51.41,49.67666667,49.13333333,51.17333333,51.96666667,51.75333333,51.38333333,48.75666667
/cfiles32/combinations/Problem05_label49+token_ring.13.cil-1.c,51.91333333,49.66666667,51.34666667,50.72666667,51.77666667,51.90333333,49.74,47.45333333,49.57666667,50.23333333,52.05333333,51.43333333,48.18333333,48.15,50.27333333,51.20666667,52.77333333,50.04333333,49.46333333
/cfiles32/eca-rers2012/Problem01_label00.c,56.77,56.77,56.77,56.77,56.77,56.77,56.77,56.77,56.77,56.77,56.77,56.77,56.77,56.77,56.77,56.77,56.77,56.77,56.77
/cfiles32/eca-rers2012/Problem01_label57.c,56.77,56.77,56.77,56.77,56.77,56.77,56.77,56.77,56.77,56.77,56.77,56.77,56.77,56.77,56.77,56.77,56.77,56.77,56.77
/cfiles32/eca-rers2012/Problem01_label58.c,56.77,56.77,56.77,56.77,56.77,56.77,56.77,56.77,56.77,56.77,56.77,56.77,56.77,56.77,56.77,56.77,56.77,56.77,56.77
/cfiles32/eca-rers2012/Problem01_label59.c,56.77,56.77,56.77,56.77,56.77,56.77,56.77,56.77,56.77,56.77,56.77,56.77,56.77,56.77,56.77,56.77,56.77,56.77,56.77
/cfiles32/eca-rers2012/Problem02_label21.c,30.32,30.32,30.32,30.32,30.32,30.32,30.32,30.32,30.32,30.32,30.32,30.32,30.32,30.32,30.32,30.32,30.32,30.32,30.32
/cfiles32/eca-rers2012/Problem02_label22.c,30.32,30.32,30.32,30.32,30.32,30.32,30.32,30.32,30.32,30.32,30.32,30.32,30.32,30.32,30.32,30.32,30.32,30.32,30.32
/cfiles32/eca-rers2012/Problem02_label23.c,30.32,30.32,30.32,30.32,30.32,30.32,30.32,30.32,30.32,30.32,30.32,30.32,30.32,30.32,30.32,30.32,30.32,30.32,30.32
/cfiles32/eca-rers2012/Problem02_label44.c,30.32,30.32,30.32,30.32,30.32,30.32,30.32,30.32,30.32,30.32,30.32,30.32,30.32,30.32,30.32,30.32,30.32,30.32,30.32
/cfiles32/eca-rers2012/Problem02_label45.c,30.32,30.32,30.32,30.32,30.32,30.32,30.32,30.32,30.32,30.32,30.32,30.32,30.32,30.32,30.32,30.32,30.32,30.32,30.32
/cfiles32/eca-rers2012/Problem02_label46.c,30.32,30.32,30.32,30.32,30.32,30.32,30.32,30.32,30.32,30.32,30.32,30.32,30.32,30.32,30.32,30.32,30.32,30.32,30.32
/cfiles32/eca-rers2012/Problem02_label47.c,30.32,30.32,30.32,30.32,30.32,30.32,30.32,30.32,30.32,30.32,30.32,30.32,30.32,30.32,30.32,30.32,30.32,30.32,30.32
/cfiles32/eca-rers2012/Problem03_label05.c,46.96,46.96,46.96,46.96,46.96,46.96,46.96,46.96,46.96,46.96,46.96,46.96,46.96,46.96,46.96,46.96,46.96,46.96,46.96
/cfiles32/eca-rers2012/Problem03_label06.c,46.96,46.96,46.96,46.96,46.96,46.96,46.96,46.96,46.96,46.96,46.96,46.96,46.96,46.96,46.96,46.96,46.96,46.96,46.96
/cfiles32/eca-rers2012/Problem10_label50.c,77.11,77.11,77.11,77.11,77.11,77.11,77.11,77.11,77.11,77.11,77.11,77.11,77.11,77.11,77.11,77.11,77.11,77.11,77.11
/cfiles32/eca-rers2012/Problem10_label51.c,77.11,77.11,77.11,77.11,77.11,77.11,77.11,77.11,77.11,77.11,77.11,77.11,77.11,77.11,77.11,77.11,77.11,77.11,77.11
/cfiles32/eca-rers2012/Problem11_label25.c,56.83,56.83,56.83,56.83,56.83,56.83,56.83,56.83,56.83,56.83,56.83,56.83,56.83,56.83,56.83,56.83,56.83,56.83,56.83
/cfiles32/eca-rers2012/Problem11_label26.c,56.83,56.83,56.83,56.83,56.83,56.83,56.83,56.83,56.83,56.83,56.83,56.83,56.83,56.83,56.83,56.83,56.83,56.83,56.83
/cfiles32/eca-rers2012/Problem11_label27.c,56.83,56.83,56.83,56.83,56.83,56.83,56.83,56.83,56.83,56.83,56.83,56.83,56.83,56.83,56.83,56.83,56.83,56.83,56.83
/cfiles32/eca-rers2012/Problem11_label35.c,56.83,56.83,56.83,56.83,56.83,56.83,56.83,56.83,56.83,56.83,56.83,56.83,56.83,56.83,56.83,56.83,56.83,56.83,56.83
/cfiles32/eca-rers2012/Problem14_label53.c,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85
/cfiles32/eca-rers2012/Problem14_label54.c,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85
/cfiles32/eca-rers2012/Problem16_label06.c,83.97,81.75666667,84.48333333,89.51333333,90.79,90.79,83.63,75.27666667,84.31333333,90.79,90.79,90.79,81.07666667,90.79,90.79,83.29,90.79,90.79,89.85333333
/cfiles32/eca-rers2012/Problem16_label07.c,90.53666667,77.40666667,89.68666667,83.03333333,90.79,90.79,86.53,74.76666667,82.01,90.79,90.79,90.79,90.79,89.17,84.05666667,89.59666667,90.79,90.79,81.75666667
/cfiles32/float-benchs/Muller_Kahan.c,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
/cfiles32/float-benchs/Rump_float.c,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
/cfiles32/float-benchs/sin_interpolated_bigrange_loose.c,90,83.33333333,90,86.66666667,86.66666667,80,86.66666667,86.66666667,86.66666667,90,86.66666667,83.33333333,86.66666667,83.33333333,83.33333333,80,90,86.66666667,83.33333333
/cfiles32/float-newlib/double_req_bl_0220a.c,3.55,3.55,3.55,3.55,3.55,3.55,3.55,3.55,3.55,3.55,3.55,3.55,3.55,3.55,3.55,3.55,3.55,3.55,3.55
/cfiles32/float-newlib/double_req_bl_0220b.c,3.55,3.55,3.55,3.55,3.55,3.55,3.55,3.55,3.55,3.55,3.55,3.55,3.55,3.55,3.55,3.55,3.55,3.55,3.55
/cfiles32/float-newlib/double_req_bl_0660b.c,12.68,12.68,5.166666667,8.923333333,8.923333333,8.923333333,8.923333333,12.68,5.166666667,8.923333333,8.923333333,5.166666667,5.166666667,12.68,5.166666667,8.923333333,8.923333333,8.923333333,12.68
/cfiles32/float-newlib/double_req_bl_0876.c,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2
/cfiles32/float-newlib/double_req_bl_0970b.c,13.16,13.16,13.16,13.16,13.16,13.16,13.16,13.16,13.16,13.16,13.16,13.16,13.16,13.16,13.16,13.16,13.16,13.16,13.16
/cfiles32/float-newlib/double_req_bl_1031.c,21.05,21.05,21.05,21.05,21.05,21.05,21.05,21.05,21.05,21.05,21.05,21.05,21.05,21.05,21.05,21.05,21.05,21.05,21.05
/cfiles32/float-newlib/float_req_bl_0240a.c,1.63,1.63,1.63,1.63,1.63,1.63,1.63,1.63,1.63,1.63,1.63,1.63,1.63,1.63,1.63,1.63,1.63,1.63,1.63
/cfiles32/float-newlib/float_req_bl_0240b.c,1.63,1.63,1.63,1.63,1.63,1.63,1.63,1.63,1.63,1.63,1.63,1.63,1.63,1.63,1.63,1.63,1.63,1.63,1.63
/cfiles32/float-newlib/float_req_bl_0660a.c,9.05,9.05,5.24,5.24,9.05,12.86,1.43,9.05,12.86,9.05,5.24,5.24,9.05,12.86,12.86,12.86,12.86,9.05,12.86
/cfiles32/float-newlib/float_req_bl_0661a.c,9.05,1.43,5.24,9.05,9.05,9.05,1.43,9.05,1.43,1.43,9.05,5.24,5.24,5.24,5.24,1.43,9.05,9.05,12.86
/cfiles32/float-newlib/float_req_bl_0661b.c,1.43,14.29,10.00333333,14.29,5.716666667,10.00333333,5.716666667,5.716666667,5.716666667,5.716666667,14.29,5.716666667,5.716666667,5.716666667,5.716666667,1.43,5.716666667,1.43,10.00333333
/cfiles32/float-newlib/float_req_bl_1231.c,5.26,5.26,5.26,5.26,5.26,5.26,5.26,5.26,5.26,5.26,5.26,5.26,5.26,5.26,5.26,5.26,5.26,5.26,5.26
/cfiles32/floats-cbmc-regression/float-no-simp1.c,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
/cfiles32/floats-cbmc-regression/float-to-double1.i,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
/cfiles32/floats-cbmc-regression/float2.c,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
/cfiles32/floats-cdfpl/newton_1_1.i,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
/cfiles32/floats-cdfpl/newton_2_3.i,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
/cfiles32/floats-cdfpl/sine_4.i,60,60,40,60,40,60,40,60,40,60,40,60,40,60,40,60,40,60,40
/cfiles32/floats-esbmc-regression/Double_div.i.p+cfa-reducer.c,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
/cfiles32/floats-esbmc-regression/Float_div.i,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
/cfiles32/floats-esbmc-regression/digits_for.c,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
/cfiles32/ldv-regression/fo_test.i,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
/cfiles32/ldv-regression/test10.c,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
/cfiles32/ldv-regression/test22-2.c,83.33333333,75,87.5,79.16666667,87.5,79.16666667,87.5,83.33333333,87.5,79.16666667,87.5,87.5,87.5,75,87.5,66.66666667,87.5,75,87.5
/cfiles32/ldv-regression/test_overflow.i,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
/cfiles32/ldv-regression/test_union.c_1.i,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
/cfiles32/ldv-regression/volatile_alias.i,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
/cfiles32/list-ext-properties/960521-1_1-1.i,77.78,77.78,77.78,77.78,77.78,77.78,77.78,77.78,77.78,77.78,77.78,77.78,77.78,77.78,77.78,77.78,77.78,77.78,77.78
/cfiles32/list-ext-properties/test-0504_1.i,76.47,76.47,76.47,76.47,76.47,76.47,76.47,76.47,76.47,76.47,76.47,76.47,76.47,76.47,76.47,76.47,76.47,76.47,76.47
/cfiles32/list-ext-properties/test-0513_1.i,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14
/cfiles32/list-ext3-properties/dll_circular_traversal-1.i,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54
/cfiles32/list-ext3-properties/dll_circular_traversal-2.i,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54
/cfiles32/list-properties/list_search-2.i,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
/cfiles32/list-simple/dll2c_append_equal.i,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11
/cfiles32/list-simple/dll2c_append_unequal.i,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
/cfiles32/list-simple/sll2n_update_all_reverse.i,82.35,82.35,82.35,82.35,82.35,82.35,82.35,82.35,82.35,82.35,82.35,82.35,82.35,82.35,82.35,82.35,82.35,82.35,82.35
/cfiles32/loop-acceleration/array_1-2.c,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
/cfiles32/loop-acceleration/simple_1-2_abstracted.c,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
/cfiles32/loop-crafted/simple_array_index_value_1-1.i,77.78,77.78,77.78,77.78,77.78,77.78,77.78,77.78,77.78,77.78,77.78,77.78,77.78,77.78,77.78,77.78,77.78,77.78,77.78
/cfiles32/loop-crafted/simple_array_index_value_1-2.i,44.44,44.44,44.44,44.44,44.44,44.44,44.44,44.44,44.44,44.44,44.44,44.44,44.44,44.44,44.44,44.44,44.44,44.44,44.44
/cfiles32/loop-crafted/simple_array_index_value_3.i,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56
/cfiles32/loop-crafted/simple_array_index_value_4.i.v+nlh-reducer.c,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12
/cfiles32/loop-floats-scientific-comp/loop2-2.c,80,80,80,80,80,80,80,80,80,80,66.66666667,80,80,80,80,80,80,80,80
/cfiles32/loop-industry-pattern/aiob_4.c.v+lh-reducer.c,9.09,9.09,9.09,9.09,9.09,9.09,9.09,9.09,9.09,9.09,9.09,9.09,9.09,9.09,9.09,9.09,9.09,9.09,9.09
/cfiles32/loop-industry-pattern/ofuf_3.c,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39
/cfiles32/loop-invariants/linear-inequality-inv-a.c,75,54.16666667,75,33.33333333,75,75,54.16666667,54.16666667,33.33333333,62.5,75,54.16666667,75,54.16666667,75,75,75,33.33333333,75
/cfiles32/loop-invgen/fragtest_simple.i,68.89,71.11,73.33,73.33,73.33,71.11,73.33,71.11,73.33,73.33,71.11,73.33,73.33,71.11,73.33,71.11,73.33,73.33,73.33
/cfiles32/loop-invgen/nest-if3.i,66.67,66.67,64.71,64.71,64.71,66.67,64.71,64.71,64.71,64.71,64.71,64.71,64.71,64.71,64.71,66.67,64.71,64.71,64.71
/cfiles32/loop-lit/hhk2008.i,63.64,54.55,54.55,57.58,54.55,54.54666667,54.55,60.61,54.55,60.61,54.55,60.61,54.55,63.64,54.55,63.64,54.55,48.48333333,54.55
/cfiles32/loop-lit/mine2017-ex4.10.i,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
/cfiles32/loop-lit/mine2017-ex4.7.i,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11
/cfiles32/loop-new/count_by_1.i,42.86,42.86,42.86,42.86,42.86,42.86,42.86,42.86,42.86,42.86,42.86,42.86,42.86,42.86,42.86,42.86,42.86,42.86,42.86
/cfiles32/loop-new/count_by_2.i,42.86,42.86,42.86,42.86,42.86,42.86,42.86,42.86,42.86,42.86,42.86,42.86,42.86,42.86,42.86,42.86,42.86,42.86,42.86
/cfiles32/loop-new/half.i,63.64,63.64,63.64,63.64,63.64,63.64,63.64,63.64,63.64,63.64,63.64,63.64,63.64,63.64,63.64,63.64,63.64,63.64,63.64
/cfiles32/loop-new/nested-1.i,7.69,7.69,7.69,7.69,7.69,7.69,7.69,7.69,7.69,7.69,7.69,7.69,7.69,7.69,7.69,7.69,7.69,7.69,7.69
/cfiles32/loop-simple/nested_2.c,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33
